symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
HINDALCO,INE038A01020,2026-01-27,NSE,EQ,EQ,buy,false,2.000000,961.650024,212341232,1100000103457845,2026-01-27T15:19:31
HINDALCO,INE038A01020,2026-01-27,NSE,EQ,EQ,buy,false,2.000000,961.650024,212341233,1100000103457845,2026-01-27T15:19:31
COALINDIA,INE522F01014,2026-01-27,NSE,EQ,EQ,buy,false,15.000000,422.899994,8677535,1000000086910428,2026-01-27T15:21:31
COALINDIA,INE522F01014,2026-01-27,NSE,EQ,EQ,buy,false,15.000000,422.799988,8699367,1000000086993825,2026-01-27T15:22:04
COALINDIA,INE522F01014,2026-01-27,NSE,EQ,EQ,sell,false,30.000000,422.600006,8703968,1000000087012181,2026-01-27T15:22:10
COALINDIA,INE522F01014,2026-01-27,NSE,EQ,EQ,buy,false,15.000000,422.649994,8706456,1000000087023253,2026-01-27T15:22:15
COALINDIA,INE522F01014,2026-01-27,NSE,EQ,EQ,sell,false,15.000000,422.500000,8709593,1000000087035849,2026-01-27T15:22:19
COALINDIA,INE522F01014,2026-01-27,NSE,EQ,EQ,buy,false,15.000000,422.549988,8712135,1000000087046788,2026-01-27T15:22:23
HINDALCO,INE038A01020,2026-01-28,NSE,EQ,EQ,buy,false,5.000000,972.000000,200041361,1100000000316258,2026-01-28T09:15:01
ONGC,INE213A01029,2026-01-28,NSE,EQ,EQ,buy,false,30.000000,263.549988,401390284,1200000013271259,2026-01-28T09:47:23
ONGC,INE213A01029,2026-01-28,NSE,EQ,EQ,sell,false,30.000000,263.649994,401445859,1200000013979319,2026-01-28T09:49:19
TATAPOWER,INE245A01021,2026-01-28,NSE,EQ,EQ,buy,false,28.000000,351.500000,602983093,1300000024343838,2026-01-28T10:25:54
TATAPOWER,INE245A01021,2026-01-28,NSE,EQ,EQ,buy,false,15.000000,351.500000,602983094,1300000024960214,2026-01-28T10:28:50
NATIONALUM,INE139A01034,2026-01-28,NSE,EQ,EQ,sell,false,14.000000,401.000000,402733482,1200000027441655,2026-01-28T10:40:33
TATAPOWER,INE245A01021,2026-01-28,NSE,EQ,EQ,sell,false,20.000000,354.549988,604205239,1300000037450591,2026-01-28T11:24:32
TATAPOWER,INE245A01021,2026-01-28,NSE,EQ,EQ,sell,false,15.000000,352.750000,607131286,1300000065569975,2026-01-28T13:43:58
TATAPOWER,INE245A01021,2026-01-28,NSE,EQ,EQ,sell,false,8.000000,352.750000,607131287,1300000065569975,2026-01-28T13:43:58
NATIONALUM,INE139A01034,2026-01-28,NSE,EQ,EQ,buy,false,14.000000,400.450012,405781052,1200000065593468,2026-01-28T13:44:33
NATIONALUM,INE139A01034,2026-01-28,BSE,EQ,A,sell,false,19.000000,400.149994,9000700,1769582547351982736,2026-01-28T13:44:55
HINDALCO,INE038A01020,2026-01-28,NSE,EQ,EQ,sell,false,5.000000,1000.049988,207696218,1100000066435679,2026-01-28T13:45:17
NATIONALUM,INE139A01034,2026-01-28,NSE,EQ,EQ,buy,false,12.000000,400.399994,405809099,1200000065891048,2026-01-28T13:46:03
NATIONALUM,INE139A01034,2026-01-28,NSE,EQ,EQ,buy,false,7.000000,400.399994,405809098,1200000065891048,2026-01-28T13:46:03
NATIONALUM,INE139A01034,2026-01-28,BSE,EQ,A,sell,false,19.000000,400.649994,9293300,1769588111902063743,2026-01-28T13:51:43
ONGC,INE213A01029,2026-01-29,NSE,EQ,EQ,buy,false,1.000000,276.329987,406907984,1200000077297600,2026-01-29T14:36:35
ONGC,INE213A01029,2026-01-29,NSE,EQ,EQ,buy,false,199.000000,276.350006,406907985,1200000077297600,2026-01-29T14:36:35
ONGC,INE213A01029,2026-01-29,NSE,EQ,EQ,sell,false,200.000000,277.070007,406987926,1200000077996690,2026-01-29T14:40:20
ONGC,INE213A01029,2026-01-29,NSE,EQ,EQ,sell,false,138.000000,277.250000,406992085,1200000078041394,2026-01-29T14:40:32
ONGC,INE213A01029,2026-01-29,NSE,EQ,EQ,sell,false,62.000000,277.200012,406992086,1200000078041394,2026-01-29T14:40:32
ONGC,INE213A01029,2026-01-29,NSE,EQ,EQ,buy,false,200.000000,277.260010,406998108,1200000078095306,2026-01-29T14:40:50
ONGC,INE213A01029,2026-01-29,NSE,EQ,EQ,sell,false,100.000000,275.000000,407735577,1200000083977634,2026-01-29T15:08:36
ONGC,INE213A01029,2026-01-29,NSE,EQ,EQ,sell,false,16.000000,275.000000,407735578,1200000083977634,2026-01-29T15:08:36
ONGC,INE213A01029,2026-01-29,NSE,EQ,EQ,sell,false,84.000000,275.000000,407735576,1200000083977634,2026-01-29T15:08:36
ONGC,INE213A01029,2026-01-29,NSE,EQ,EQ,buy,false,10.000000,275.649994,408431362,1200000087143638,2026-01-29T15:25:25
ONGC,INE213A01029,2026-01-29,NSE,EQ,EQ,buy,false,153.000000,275.700012,408431365,1200000087143638,2026-01-29T15:25:25
ONGC,INE213A01029,2026-01-29,NSE,EQ,EQ,buy,false,32.000000,275.700012,408431364,1200000087143638,2026-01-29T15:25:25
ONGC,INE213A01029,2026-01-29,NSE,EQ,EQ,buy,false,5.000000,275.649994,408431363,1200000087143638,2026-01-29T15:25:25
GOLDBEES,INF204KB17I5,2026-01-30,NSE,EQ,EQ,buy,false,29.000000,139.130005,205111285,1100000040650330,2026-01-30T10:53:05
GOLDBEES,INF204KB17I5,2026-01-30,NSE,EQ,EQ,buy,false,57.000000,139.119995,205111283,1100000040650330,2026-01-30T10:53:05
GOLDBEES,INF204KB17I5,2026-01-30,NSE,EQ,EQ,buy,false,57.000000,139.130005,205111284,1100000040650330,2026-01-30T10:53:05
NATIONALUM,INE139A01034,2026-02-02,NSE,EQ,EQ,buy,false,101.000000,366.000000,400700813,1200000006352682,2026-02-02T09:26:20
NATIONALUM,INE139A01034,2026-02-02,NSE,EQ,EQ,buy,false,23.000000,365.950012,400700812,1200000006352682,2026-02-02T09:26:20
NATIONALUM,INE139A01034,2026-02-02,NSE,EQ,EQ,buy,false,76.000000,365.950012,400700811,1200000006352682,2026-02-02T09:26:20
NATIONALUM,INE139A01034,2026-02-02,NSE,EQ,EQ,sell,false,200.000000,359.000000,404407555,1200000006918990,2026-02-02T11:51:05
POWERGRID,INE752E01010,2026-02-03,NSE,EQ,EQ,buy,false,100.000000,280.600006,403490886,1200000031967594,2026-02-03T10:30:38
POWERGRID,INE752E01010,2026-02-03,NSE,EQ,EQ,sell,false,100.000000,282.500000,403861524,1200000036155999,2026-02-03T10:46:13
GOLDBEES,INF204KB17I5,2026-02-03,NSE,EQ,EQ,buy,false,6.000000,125.779999,208432727,1100000073904308,2026-02-03T13:13:54
SBIN,INE062A01020,2026-02-04,NSE,EQ,EQ,buy,false,13.000000,1067.900024,601166857,1300000008510227,2026-02-04T09:28:22
VEDL,INE205A01025,2026-02-04,NSE,EQ,EQ,buy,false,10.000000,692.500000,603204301,1300000026341130,2026-02-04T10:20:11
VEDL,INE205A01025,2026-02-04,NSE,EQ,EQ,buy,false,24.000000,692.500000,603204300,1300000026341130,2026-02-04T10:20:11
VEDL,INE205A01025,2026-02-04,NSE,EQ,EQ,buy,false,41.000000,692.500000,603204302,1300000026341130,2026-02-04T10:20:11
VEDL,INE205A01025,2026-02-04,NSE,EQ,EQ,sell,false,75.000000,687.500000,611268224,1300000099313802,2026-02-04T15:25:27
SBIN,INE062A01020,2026-02-04,NSE,EQ,EQ,sell,false,13.000000,1067.800049,611269804,1300000099319533,2026-02-04T15:25:29
AXISBANK,INE238A01034,2026-02-05,NSE,EQ,EQ,buy,false,15.000000,1318.800049,2938717,1000000032228481,2026-02-05T11:27:51
AXISBANK,INE238A01034,2026-02-05,NSE,EQ,EQ,buy,false,35.000000,1318.699951,2938716,1000000032228481,2026-02-05T11:27:51
AXISBANK,INE238A01034,2026-02-05,NSE,EQ,EQ,sell,false,25.000000,1329.000000,5721995,1000000069626284,2026-02-05T14:47:38
AXISBANK,INE238A01034,2026-02-05,NSE,EQ,EQ,sell,false,25.000000,1330.400024,6438101,1000000076260568,2026-02-05T15:21:32
GOLDBEES,INF204KB17I5,2026-02-06,NSE,EQ,EQ,sell,false,123.000000,123.080002,202764347,1100000024899311,2026-02-06T10:27:27
GOLDBEES,INF204KB17I5,2026-02-06,NSE,EQ,EQ,sell,false,26.000000,123.089996,202764346,1100000024899311,2026-02-06T10:27:27
